6848,72127
6848,70848
6673,70848
6673,69631
6410,69631
6410,68724
5442,68724
5442,67546
5091,67546
5091,66231
5138,66231
5138,65210
4378,65210
4378,63906
4476,63906
4476,62782
4019,62782
4019,61592
3793,61592
3793,60572
2824,60572
2824,59258
3156,59258
3156,58109
2702,58109
2702,56905
2535,56905
2535,55719
2221,55719
2221,54475
2427,54475
2427,53302
1837,53302
1837,52073
1940,52073
1940,50856
1855,50856
1855,50338
94918,50338
94918,48430
2294,48430
2294,47210
2136,47210
2136,45974
1928,45974
1928,44816
2583,44816
2583,43602
2623,43602
2623,42452
3100,42452
3100,41261
3276,41261
3276,39997
3124,39997
3124,38711
2970,38711
2970,37675
3839,37675
3839,36558
4329,36558
4329,35324
4431,35324
4431,34177
4825,34177
4825,32887
4842,32887
4842,31903
5669,31903
5669,30777
6123,30777
6123,29546
6355,29546
6355,28756
7505,28756
7505,27268
7271,27268
7271,26599
8579,26599
8579,25471
9042,25471
9042,24432
9662,24432
9662,23524
10480,23524
10480,22341
10894,22341
10894,21323
11559,21323
11559,20292
12213,20292
12213,19289
12911,19289
12911,18288
13619,18288
13619,17248
14294,17248
14294,16628
15419,16628
15419,16039
16548,16039
16548,15220
17435,15220
17435,14383
18306,14383
18306,13672
19286,13672
19286,12373
19789,12373
19789,12150
21156,12150
21156,11025
21831,11025
21831,10536
22972,10536
22972,10037
24092,10037
24092,9428
25134,9428
25134,8698
26104,8698
26104,8188
27203,8188
27203,7023
27961,7023
27961,6535
29085,6535
29085,6343
30338,6343
30338,5846
31445,5846
31445,5498
32612,5498
32612,4868
33671,4868
33671,4752
34914,4752
34914,4301
36039,4301
36039,4224
37274,4224
37274,3841
38419,3841
38419,2952
39455,2952
39455,3029
40716,3029
40716,2858
41917,2858
41917,2054
43024,2054
43024,1940
44247,1940
44247,2483
45530,2483
45530,1888
46701,1888
46701,2338
47943,2338
47943,1574
49138,1574
49138,2240
50360,2240
50360,2185
51572,2185
51572,1632
52818,1632
52818,1686
54046,1686
54046,2670
55174,2670
55174,2098
56468,2098
56468,3008
57562,3008
57562,2737
58839,2737
58839,2624
60108,2624
60108,3047
61269,3047
61269,3156
62506,3156
62506,3773
63605,3773
63605,3923
64839,3923
64839,4634
65889,4634
65889,5550
66844,5550
66844,5123
68319,5123
68319,6288
69150,6288
69150,6269
70494,6269
70494,7268
71362,7268
71362,7673
72517,7673
72517,8042
73704,8042
73704,8701
74732,8701
74732,9408
75727,9408
75727,10095
76733,10095
76733,10720
77781,10720
77781,11483
78733,11483
78733,12191
79725,12191
79725,13168
80497,13168
80497,13986
81391,13986
81391,14395
82658,14395
82658,15550
83245,15550
83245,15992
84524,15992
84524,17041
85200,17041
85200,18048
85906,18048
85906,19035
86624,19035
86624,19949
87426,19949
87426,21071
87960,21071
87960,21864
88927,21864
88927,22634
89956,22634
89956,24072
89994,24072
89994,24882
90983,24882
90983,25922
91617,25922
91617,26848
92462,26848
92462,28215
92481,28215
92481,29352
92908,29352
92908,30328
93678,30328
93678,31384
94298,31384
94298,32580
94581,32580
94581,33691
95074,33691
95074,34845
95453,34845
95453,35942
96018,35942
96018,37096
96418,37096
96418,38437
96085,38437
96085,39507
96817,39507
96817,40609
97511,40609
97511,41939
97013,41939
97013,43093
97474,43093
97474,44316
97482,44316
97482,45474
98107,45474
98107,46742
97503,46742
97503,47930
97950,47930
97950,49140
98289,49140
98289,50359
